precision,recall,f1-score,support
0.7590953785644051,0.2867756315007429,0.4162847128606093,2692.0
0.8114134171495924,0.9711968022572302,0.8841440573660834,8506.0
0.8066619039114128,0.8066619039114128,0.8066619039114128,0.8066619039114128
0.7852543978569988,0.6289862168789866,0.6502143851133464,11198.0
0.7988361569360432,0.8066619039114128,0.7716706375224741,11198.0
