precision,recall,f1-score,support
0.9645244215938303,0.6968796433878157,0.809143843001941,2692.0
0.9118123851723765,0.9918880790030566,0.9501661129568106,8506.0
0.9209680300053581,0.9209680300053581,0.9209680300053581,0.9209680300053581
0.9381684033831035,0.8443838611954362,0.8796549779793759,11198.0
0.924484362493912,0.9209680300053581,0.9162643491848417,11198.0
